ep	lat	lon	d_lat	d_lon	gpsweek	date
AGGO	-34.873708096375246	-58.13985640589829	-0.003	-0.001	1954	2017-06-21
AZUL	-36.76702223009906	-59.8812801842934	-0.000	-0.001	1954	2017-06-21
BCH1	-41.146773039395406	-71.29891259703122	-0.008	0.016	1954	2017-06-21
CATA	-28.470985029061833	-65.77412091331433	-0.015	-0.009	1954	2017-06-21
CHAC	-27.42043994273047	-58.959693116768456	0.001	0.000	1954	2017-06-21
CORD	-31.52843459008249	-64.47004826897802	-0.007	0.002	1954	2017-06-21
CSLO	-31.78488726582588	-69.30221395819393	0.022	0.011	1954	2017-06-21
EBYP	-27.36894412524986	-55.89217452451775	-0.001	-0.001	1954	2017-06-21
ESQU	-42.91711362530842	-71.32340060433296	-0.001	-0.005	1954	2017-06-21
GUAY	-31.869130428540167	-59.02622282602728	-0.001	-0.001	1954	2017-06-21
IGM1	-34.57224370224664	-58.4393193260698	-0.001	-0.001	1954	2017-06-21
JBAL	-27.584408297893866	-65.62274965425992	-0.005	0.009	1954	2017-06-21
LPGS	-34.906745112175344	-57.93229954069133	-0.000	0.000	1954	2017-06-21
MA01	-38.951048919885025	-68.05735158169708	0.001	-0.003	1954	2017-06-21
MGUE	-35.7773519757052	-69.39791955304007	0.023	-0.133	1954	2017-06-21
MZAE	-33.2548431926997	-68.15006143589231	-0.001	-0.014	1954	2017-06-21
MZAU	-33.73595663937883	-69.11841199430093	-0.005	0.048	1954	2017-06-21
MZGA	-34.97843322273402	-67.69616573922097	-0.018	0.091	1954	2017-06-21
MZRF	-34.61237727124794	-68.33148224536684	-0.021	-0.115	1954	2017-06-21
NESA	-40.105393075307816	-64.45400475037691	0.003	-0.006	1954	2017-06-21
PEJO	-35.80632460569043	-61.894638641610676	-0.002	0.003	1954	2017-06-21
RECO	-29.14635862122474	-59.66442943950647	0.000	-0.003	1954	2017-06-21
RIO2	-53.78547188615282	-67.75111788925638	-0.002	-0.016	1954	2017-06-21
RSAL	-29.789444676676577	-55.768839926369246	-0.000	0.001	1954	2017-06-21
RSCL	-28.141879535665133	-54.754759511457145	-0.002	-0.000	1954	2017-06-21
RWSN	-43.298880660070104	-65.10724833970625	0.001	0.008	1954	2017-06-21
SL01	-33.15635627824368	-66.31400958032137	-0.014	-0.012	1954	2017-06-21
SRLP	-36.621499459860786	-64.28040465777126	-0.001	-0.004	1954	2017-06-21
TERO	-27.789145165540354	-64.25678073035498	0.000	0.004	1954	2017-06-21
TUCU	-26.843255097854012	-65.23035158308355	-0.003	0.002	1954	2017-06-21
UCOR	-31.434959985505085	-64.19350560160618	-0.002	-0.007	1954	2017-06-21
UNPA	-51.64799258327335	-69.20865409567784	0.005	-0.002	1954	2017-06-21
UNRO	-32.959352931138326	-60.62842521633276	0.001	0.001	1954	2017-06-21
UNSA	-24.727456333435057	-65.40764329775263	0.003	-0.001	1954	2017-06-21
UNSJ	-31.54125781896486	-68.57706068957148	-0.020	0.026	1954	2017-06-21
UYCO	-34.462987084415765	-57.83538153781182	-0.001	-0.006	1954	2017-06-21
UYPA	-32.291249580770206	-58.067188502863395	0.002	0.001	1954	2017-06-21
UYSA	-31.375171818146526	-57.95978005460757	-0.001	-0.004	1954	2017-06-21
UYSO	-33.2612616143228	-58.01361780371121	-0.000	0.001	1954	2017-06-21
UYTD	-30.946270341751447	-57.52450132296068	-0.000	0.001	1954	2017-06-21
VBCA	-38.700768190358396	-62.26922711152452	-0.003	-0.030	1954	2017-06-21
YEMA	-24.280730908188566	-61.236506049181756	-0.002	-0.003	1954	2017-06-21
