ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.007	-0.015	1805	2014-08-13
AUTF	-54.83952495941909	-68.30356658110837	-0.000	0.041	1805	2014-08-13
AZUL	-36.76702223009906	-59.8812801842934	0.007	-0.008	1805	2014-08-13
BCAR	-37.76123356567683	-58.30109509354228	-0.003	0.005	1805	2014-08-13
CATA	-28.470985029061833	-65.77412091331433	-0.009	0.003	1805	2014-08-13
CHAC	-27.42043994273047	-58.959693116768456	0.006	0.006	1805	2014-08-13
CORD	-31.52843459008249	-64.47004826897802	-0.011	-0.001	1805	2014-08-13
COYQ	-45.51434093340902	-71.89208081758498	-0.034	0.005	1805	2014-08-13
CSLO	-31.78488726582588	-69.30221395819393	0.038	0.087	1805	2014-08-13
EBYP	-27.36894412524986	-55.89217452451775	0.001	-0.001	1805	2014-08-13
ESQU	-42.91711362530842	-71.32340060433296	-0.018	0.020	1805	2014-08-13
IGM1	-34.57224370224664	-58.4393193260698	-0.003	-0.006	1805	2014-08-13
JBAL	-27.584408297893866	-65.62274965425992	0.009	0.014	1805	2014-08-13
LHCL	-38.00265952311207	-65.59524722917732	-0.009	-0.008	1805	2014-08-13
LPGS	-34.906745112175344	-57.93229954069133	0.004	0.001	1805	2014-08-13
MA01	-38.951048919885025	-68.05735158169708	0.049	0.096	1805	2014-08-13
MGUE	-35.7773519757052	-69.39791955304007	0.148	-0.487	1805	2014-08-13
MZAC	-32.89515276182431	-68.87557364319174	-0.002	0.058	1805	2014-08-13
MZAE	-33.2548431926997	-68.15006143589231	-0.008	0.044	1805	2014-08-13
MZAU	-33.73595663937883	-69.11841199430093	-0.014	-0.202	1805	2014-08-13
MZGA	-34.97843322273402	-67.69616573922097	-0.065	0.138	1805	2014-08-13
NESA	-40.105393075307816	-64.45400475037691	-0.012	0.046	1805	2014-08-13
PEJO	-35.80632460569043	-61.894638641610676	-0.013	0.032	1805	2014-08-13
PRCV	-24.962753927614642	-53.46632948558449	0.005	0.003	1805	2014-08-13
PRNA	-31.781435877828756	-60.46943928335337	0.018	-0.000	1805	2014-08-13
RIO2	-53.78547188615282	-67.75111788925638	-0.010	-0.026	1805	2014-08-13
RSAL	-29.789444676676577	-55.768839926369246	-0.001	0.006	1805	2014-08-13
RWSN	-43.298880660070104	-65.10724833970625	-0.016	0.086	1805	2014-08-13
SRLP	-36.621499459860786	-64.28040465777126	-0.016	-0.034	1805	2014-08-13
SVIC	-26.993713676290895	-54.48752051750666	-0.005	-0.004	1805	2014-08-13
TERO	-27.789145165540354	-64.25678073035498	0.009	-0.019	1805	2014-08-13
TUCU	-26.843255097854012	-65.23035158308355	-0.003	0.000	1805	2014-08-13
UCOR	-31.434959985505085	-64.19350560160618	0.005	-0.006	1805	2014-08-13
UNPA	-51.64799258327335	-69.20865409567784	0.033	-0.007	1805	2014-08-13
UNRO	-32.959352931138326	-60.62842521633276	-0.016	-0.004	1805	2014-08-13
UNSA	-24.727456333435057	-65.40764329775263	0.017	-0.017	1805	2014-08-13
UNSJ	-31.54125781896486	-68.57706068957148	0.011	0.046	1805	2014-08-13
UYPA	-32.291249580770206	-58.067188502863395	0.002	-0.002	1805	2014-08-13
UYSO	-33.2612616143228	-58.01361780371121	-0.003	0.009	1805	2014-08-13
VBCA	-38.700768190358396	-62.26922711152452	0.005	0.011	1805	2014-08-13
YCBA	-22.0171034483961	-63.67998476251615	0.009	0.001	1805	2014-08-13
YEMA	-24.280730908188566	-61.236506049181756	-0.002	-0.007	1805	2014-08-13
