ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.002	-0.008	1740	2013-05-15
AUTF	-54.83952495941909	-68.30356658110837	-0.004	0.031	1740	2013-05-15
AZUL	-36.76702223009906	-59.8812801842934	-0.000	-0.010	1740	2013-05-15
BCAR	-37.76123356567683	-58.30109509354228	-0.007	0.003	1740	2013-05-15
CATA	-28.470985029061833	-65.77412091331433	-0.009	0.002	1740	2013-05-15
CHAC	-27.42043994273047	-58.959693116768456	0.009	0.013	1740	2013-05-15
CSLO	-31.78488726582588	-69.30221395819393	0.033	0.079	1740	2013-05-15
EBYP	-27.36894412524986	-55.89217452451775	-0.000	0.002	1740	2013-05-15
ESQU	-42.91711362530842	-71.32340060433296	-0.037	0.233	1740	2013-05-15
GUAY	-31.869130428540167	-59.02622282602728	-0.009	-0.006	1740	2013-05-15
IGM1	-34.57224370224664	-58.4393193260698	-0.001	-0.005	1740	2013-05-15
JBAL	-27.584408297893866	-65.62274965425992	0.008	0.008	1740	2013-05-15
LHCL	-38.00265952311207	-65.59524722917732	0.010	-0.046	1740	2013-05-15
LPGS	-34.906745112175344	-57.93229954069133	0.001	0.001	1740	2013-05-15
MGUE	-35.7773519757052	-69.39791955304007	0.138	-0.598	1740	2013-05-15
MPL2	-38.00576733725101	-57.57129728813324	0.008	-0.000	1740	2013-05-15
MZAC	-32.89515276182431	-68.87557364319174	-0.021	-0.051	1740	2013-05-15
MZAE	-33.2548431926997	-68.15006143589231	-0.002	-0.046	1740	2013-05-15
NESA	-40.105393075307816	-64.45400475037691	0.008	0.025	1740	2013-05-15
PRNA	-31.781435877828756	-60.46943928335337	0.019	0.003	1740	2013-05-15
RIO2	-53.78547188615282	-67.75111788925638	-0.012	-0.017	1740	2013-05-15
SL01	-33.15635627824368	-66.31400958032137	-0.066	-0.019	1740	2013-05-15
SRLP	-36.621499459860786	-64.28040465777126	-0.015	0.001	1740	2013-05-15
SVIC	-26.993713676290895	-54.48752051750666	-0.004	-0.002	1740	2013-05-15
TERO	-27.789145165540354	-64.25678073035498	0.004	-0.012	1740	2013-05-15
TUCU	-26.843255097854012	-65.23035158308355	-0.003	0.000	1740	2013-05-15
UCOR	-31.434959985505085	-64.19350560160618	0.026	0.013	1740	2013-05-15
UNPA	-51.64799258327335	-69.20865409567784	0.032	-0.007	1740	2013-05-15
UNRO	-32.959352931138326	-60.62842521633276	-0.014	-0.003	1740	2013-05-15
UNSA	-24.727456333435057	-65.40764329775263	0.014	-0.016	1740	2013-05-15
UNSJ	-31.54125781896486	-68.57706068957148	0.014	0.047	1740	2013-05-15
UYPA	-32.291249580770206	-58.067188502863395	0.002	-0.000	1740	2013-05-15
UYSO	-33.2612616143228	-58.01361780371121	-0.001	0.009	1740	2013-05-15
VBCA	-38.700768190358396	-62.26922711152452	0.002	0.003	1740	2013-05-15
YCBA	-22.0171034483961	-63.67998476251615	0.009	0.005	1740	2013-05-15
