ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.008	-0.014	1806	2014-08-20
AUTF	-54.83952495941909	-68.30356658110837	-0.006	0.039	1806	2014-08-20
AZUL	-36.76702223009906	-59.8812801842934	0.007	-0.007	1806	2014-08-20
BCAR	-37.76123356567683	-58.30109509354228	-0.002	0.006	1806	2014-08-20
CATA	-28.470985029061833	-65.77412091331433	-0.005	0.003	1806	2014-08-20
CHAC	-27.42043994273047	-58.959693116768456	0.007	0.004	1806	2014-08-20
CORD	-31.52843459008249	-64.47004826897802	0.002	0.005	1806	2014-08-20
COYQ	-45.51434093340902	-71.89208081758498	-0.036	0.008	1806	2014-08-20
CSLO	-31.78488726582588	-69.30221395819393	0.038	0.087	1806	2014-08-20
EBYP	-27.36894412524986	-55.89217452451775	0.000	-0.000	1806	2014-08-20
ESQU	-42.91711362530842	-71.32340060433296	-0.017	0.019	1806	2014-08-20
IGM1	-34.57224370224664	-58.4393193260698	-0.004	-0.005	1806	2014-08-20
JBAL	-27.584408297893866	-65.62274965425992	0.008	0.015	1806	2014-08-20
LHCL	-38.00265952311207	-65.59524722917732	-0.008	-0.009	1806	2014-08-20
LPGS	-34.906745112175344	-57.93229954069133	0.004	-0.000	1806	2014-08-20
MA01	-38.951048919885025	-68.05735158169708	0.048	0.096	1806	2014-08-20
MGUE	-35.7773519757052	-69.39791955304007	0.148	-0.488	1806	2014-08-20
MZAC	-32.89515276182431	-68.87557364319174	-0.002	0.058	1806	2014-08-20
MZAE	-33.2548431926997	-68.15006143589231	0.011	0.069	1806	2014-08-20
MZAU	-33.73595663937883	-69.11841199430093	-0.013	-0.202	1806	2014-08-20
MZGA	-34.97843322273402	-67.69616573922097	-0.065	0.139	1806	2014-08-20
NESA	-40.105393075307816	-64.45400475037691	-0.012	0.046	1806	2014-08-20
PEJO	-35.80632460569043	-61.894638641610676	-0.012	0.032	1806	2014-08-20
PRCV	-24.962753927614642	-53.46632948558449	0.004	0.004	1806	2014-08-20
PRNA	-31.781435877828756	-60.46943928335337	0.019	0.001	1806	2014-08-20
RIO2	-53.78547188615282	-67.75111788925638	-0.006	-0.025	1806	2014-08-20
RSAL	-29.789444676676577	-55.768839926369246	0.000	0.005	1806	2014-08-20
RWSN	-43.298880660070104	-65.10724833970625	-0.016	0.085	1806	2014-08-20
SL01	-33.15635627824368	-66.31400958032137	-0.049	0.038	1806	2014-08-20
SRLP	-36.621499459860786	-64.28040465777126	-0.016	-0.034	1806	2014-08-20
SVIC	-26.993713676290895	-54.48752051750666	-0.005	-0.004	1806	2014-08-20
TERO	-27.789145165540354	-64.25678073035498	0.007	-0.016	1806	2014-08-20
TUCU	-26.843255097854012	-65.23035158308355	-0.002	-0.003	1806	2014-08-20
UCOR	-31.434959985505085	-64.19350560160618	0.012	0.005	1806	2014-08-20
UNPA	-51.64799258327335	-69.20865409567784	0.035	-0.007	1806	2014-08-20
UNRO	-32.959352931138326	-60.62842521633276	-0.018	-0.004	1806	2014-08-20
UNSA	-24.727456333435057	-65.40764329775263	0.019	-0.015	1806	2014-08-20
UNSJ	-31.54125781896486	-68.57706068957148	0.012	0.045	1806	2014-08-20
UYPA	-32.291249580770206	-58.067188502863395	0.002	-0.002	1806	2014-08-20
UYSO	-33.2612616143228	-58.01361780371121	-0.003	0.009	1806	2014-08-20
VBCA	-38.700768190358396	-62.26922711152452	0.005	0.012	1806	2014-08-20
YCBA	-22.0171034483961	-63.67998476251615	0.010	0.002	1806	2014-08-20
YEMA	-24.280730908188566	-61.236506049181756	-0.004	-0.006	1806	2014-08-20
