ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.010	-0.010	1834	2015-03-04
AUTF	-54.83952495941909	-68.30356658110837	-0.002	0.039	1834	2015-03-04
AZUL	-36.76702223009906	-59.8812801842934	0.006	-0.007	1834	2015-03-04
BCAR	-37.76123356567683	-58.30109509354228	-0.006	0.000	1834	2015-03-04
CATA	-28.470985029061833	-65.77412091331433	-0.004	0.010	1834	2015-03-04
CHAC	-27.42043994273047	-58.959693116768456	0.007	0.004	1834	2015-03-04
CORD	-31.52843459008249	-64.47004826897802	0.003	0.005	1834	2015-03-04
COYQ	-45.51434093340902	-71.89208081758498	-0.034	0.007	1834	2015-03-04
CSLO	-31.78488726582588	-69.30221395819393	0.041	0.092	1834	2015-03-04
EBYP	-27.36894412524986	-55.89217452451775	0.007	0.001	1834	2015-03-04
ESQU	-42.91711362530842	-71.32340060433296	-0.022	0.019	1834	2015-03-04
GUAY	-31.869130428540167	-59.02622282602728	-0.011	-0.003	1834	2015-03-04
IGM1	-34.57224370224664	-58.4393193260698	-0.005	-0.003	1834	2015-03-04
LHCL	-38.00265952311207	-65.59524722917732	-0.014	-0.019	1834	2015-03-04
LPGS	-34.906745112175344	-57.93229954069133	0.004	-0.002	1834	2015-03-04
MA01	-38.951048919885025	-68.05735158169708	0.051	0.097	1834	2015-03-04
MGUE	-35.7773519757052	-69.39791955304007	0.151	-0.494	1834	2015-03-04
MPL2	-38.00576733725101	-57.57129728813324	0.007	0.005	1834	2015-03-04
MZAC	-32.89515276182431	-68.87557364319174	-0.001	0.059	1834	2015-03-04
MZAE	-33.2548431926997	-68.15006143589231	0.011	0.065	1834	2015-03-04
MZAU	-33.73595663937883	-69.11841199430093	-0.016	-0.201	1834	2015-03-04
MZGA	-34.97843322273402	-67.69616573922097	-0.066	0.137	1834	2015-03-04
NESA	-40.105393075307816	-64.45400475037691	-0.010	0.048	1834	2015-03-04
PEJO	-35.80632460569043	-61.894638641610676	-0.016	0.024	1834	2015-03-04
PRCV	-24.962753927614642	-53.46632948558449	0.013	0.002	1834	2015-03-04
PRNA	-31.781435877828756	-60.46943928335337	0.020	0.003	1834	2015-03-04
RIO2	-53.78547188615282	-67.75111788925638	-0.008	-0.024	1834	2015-03-04
RSAL	-29.789444676676577	-55.768839926369246	0.005	-0.001	1834	2015-03-04
RSCL	-28.141879535665133	-54.754759511457145	-0.002	0.002	1834	2015-03-04
RWSN	-43.298880660070104	-65.10724833970625	-0.010	0.090	1834	2015-03-04
SL01	-33.15635627824368	-66.31400958032137	-0.046	0.039	1834	2015-03-04
SRLP	-36.621499459860786	-64.28040465777126	-0.004	-0.008	1834	2015-03-04
SVIC	-26.993713676290895	-54.48752051750666	-0.010	-0.003	1834	2015-03-04
TERO	-27.789145165540354	-64.25678073035498	0.014	0.002	1834	2015-03-04
TUCU	-26.843255097854012	-65.23035158308355	0.000	-0.002	1834	2015-03-04
UCOR	-31.434959985505085	-64.19350560160618	0.011	0.005	1834	2015-03-04
UNPA	-51.64799258327335	-69.20865409567784	0.031	-0.008	1834	2015-03-04
UNRO	-32.959352931138326	-60.62842521633276	-0.015	-0.003	1834	2015-03-04
UNSA	-24.727456333435057	-65.40764329775263	0.012	-0.004	1834	2015-03-04
UNSJ	-31.54125781896486	-68.57706068957148	0.009	0.045	1834	2015-03-04
UYPA	-32.291249580770206	-58.067188502863395	0.003	-0.002	1834	2015-03-04
UYSO	-33.2612616143228	-58.01361780371121	0.001	0.007	1834	2015-03-04
VBCA	-38.700768190358396	-62.26922711152452	-0.002	-0.000	1834	2015-03-04
YCBA	-22.0171034483961	-63.67998476251615	0.011	-0.000	1834	2015-03-04
YEMA	-24.280730908188566	-61.236506049181756	-0.004	-0.008	1834	2015-03-04
