ep	lat	lon	d_lat	d_lon	gpsweek	date
ABRA	-22.722035408913435	-65.69730946312445	0.026	0.077	1957	2017-07-12
AGGO	-34.873708096375246	-58.13985640589829	-0.003	0.000	1957	2017-07-12
AUTF	-54.83952495941909	-68.30356658110837	-0.005	0.053	1957	2017-07-12
AZUL	-36.76702223009906	-59.8812801842934	0.011	-0.008	1957	2017-07-12
BCH1	-41.146773039395406	-71.29891259703122	-0.021	0.050	1957	2017-07-12
CATA	-28.470985029061833	-65.77412091331433	-0.013	-0.006	1957	2017-07-12
CHAC	-27.42043994273047	-58.959693116768456	0.007	0.007	1957	2017-07-12
CORD	-31.52843459008249	-64.47004826897802	0.000	0.004	1957	2017-07-12
COYQ	-45.51434093340902	-71.89208081758498	-0.034	0.039	1957	2017-07-12
CSLO	-31.78488726582588	-69.30221395819393	0.072	0.037	1957	2017-07-12
EBYP	-27.36894412524986	-55.89217452451775	0.010	0.002	1957	2017-07-12
ESQU	-42.91711362530842	-71.32340060433296	0.004	-0.046	1957	2017-07-12
GUAY	-31.869130428540167	-59.02622282602728	-0.008	-0.006	1957	2017-07-12
IGM1	-34.57224370224664	-58.4393193260698	0.002	0.000	1957	2017-07-12
JBAL	-27.584408297893866	-65.62274965425992	0.009	0.018	1957	2017-07-12
LPGS	-34.906745112175344	-57.93229954069133	0.003	0.002	1957	2017-07-12
MA01	-38.951048919885025	-68.05735158169708	0.060	0.087	1957	2017-07-12
MGUE	-35.7773519757052	-69.39791955304007	0.161	-0.391	1957	2017-07-12
MPL2	-38.00576733725101	-57.57129728813324	0.010	0.009	1957	2017-07-12
MZAE	-33.2548431926997	-68.15006143589231	0.033	0.207	1957	2017-07-12
MZAU	-33.73595663937883	-69.11841199430093	0.008	-0.086	1957	2017-07-12
MZGA	-34.97843322273402	-67.69616573922097	-0.039	0.240	1957	2017-07-12
MZRF	-34.61237727124794	-68.33148224536684	-0.016	-0.224	1957	2017-07-12
NESA	-40.105393075307816	-64.45400475037691	-0.016	0.006	1957	2017-07-12
PEJO	-35.80632460569043	-61.894638641610676	-0.019	0.022	1957	2017-07-12
PRCV	-24.962753927614642	-53.46632948558449	0.017	0.004	1957	2017-07-12
RECO	-29.14635862122474	-59.66442943950647	-0.001	0.007	1957	2017-07-12
RIO2	-53.78547188615282	-67.75111788925638	-0.008	-0.030	1957	2017-07-12
RSAL	-29.789444676676577	-55.768839926369246	-0.001	0.001	1957	2017-07-12
RSCL	-28.141879535665133	-54.754759511457145	-0.000	0.002	1957	2017-07-12
RWSN	-43.298880660070104	-65.10724833970625	-0.004	0.108	1957	2017-07-12
SANT	-33.15028802568159	-70.66855372004432	-0.064	0.022	1957	2017-07-12
SL01	-33.15635627824368	-66.31400958032137	-0.038	0.157	1957	2017-07-12
SRLP	-36.621499459860786	-64.28040465777126	0.031	0.017	1957	2017-07-12
SVIC	-26.993713676290895	-54.48752051750666	-0.014	-0.003	1957	2017-07-12
TERO	-27.789145165540354	-64.25678073035498	0.011	-0.013	1957	2017-07-12
TUCU	-26.843255097854012	-65.23035158308355	-0.009	-0.005	1957	2017-07-12
UCOR	-31.434959985505085	-64.19350560160618	0.014	0.003	1957	2017-07-12
UNPA	-51.64799258327335	-69.20865409567784	0.037	-0.016	1957	2017-07-12
UNRO	-32.959352931138326	-60.62842521633276	-0.005	-0.004	1957	2017-07-12
UNSA	-24.727456333435057	-65.40764329775263	-0.000	-0.045	1957	2017-07-12
UNSJ	-31.54125781896486	-68.57706068957148	-0.003	0.086	1957	2017-07-12
UYCO	-34.462987084415765	-57.83538153781182	-0.002	-0.004	1957	2017-07-12
UYPA	-32.291249580770206	-58.067188502863395	0.008	0.002	1957	2017-07-12
UYSA	-31.375171818146526	-57.95978005460757	-0.001	-0.002	1957	2017-07-12
UYSO	-33.2612616143228	-58.01361780371121	-0.001	0.010	1957	2017-07-12
UYTD	-30.946270341751447	-57.52450132296068	0.001	0.004	1957	2017-07-12
VBCA	-38.700768190358396	-62.26922711152452	-0.003	0.000	1957	2017-07-12
YCBA	-22.0171034483961	-63.67998476251615	-0.002	-0.026	1957	2017-07-12
YEMA	-24.280730908188566	-61.236506049181756	-0.003	-0.011	1957	2017-07-12
