ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.002	-0.007	1729	2013-02-27
AUTF	-54.83952495941909	-68.30356658110837	-0.007	0.031	1729	2013-02-27
AZUL	-36.76702223009906	-59.8812801842934	0.001	-0.009	1729	2013-02-27
BCAR	-37.76123356567683	-58.30109509354228	-0.006	0.002	1729	2013-02-27
CATA	-28.470985029061833	-65.77412091331433	-0.006	0.001	1729	2013-02-27
CHAC	-27.42043994273047	-58.959693116768456	0.010	0.012	1729	2013-02-27
CSLO	-31.78488726582588	-69.30221395819393	0.032	0.076	1729	2013-02-27
EBYP	-27.36894412524986	-55.89217452451775	-0.000	0.004	1729	2013-02-27
ESQU	-42.91711362530842	-71.32340060433296	-0.059	0.249	1729	2013-02-27
GUAY	-31.869130428540167	-59.02622282602728	-0.010	-0.008	1729	2013-02-27
IGM1	-34.57224370224664	-58.4393193260698	-0.003	-0.005	1729	2013-02-27
JBAL	-27.584408297893866	-65.62274965425992	0.005	0.010	1729	2013-02-27
LHCL	-38.00265952311207	-65.59524722917732	-0.011	-0.016	1729	2013-02-27
LPGS	-34.906745112175344	-57.93229954069133	0.002	0.002	1729	2013-02-27
MA01	-38.951048919885025	-68.05735158169708	0.050	0.113	1729	2013-02-27
MGUE	-35.7773519757052	-69.39791955304007	0.146	-0.560	1729	2013-02-27
MPL2	-38.00576733725101	-57.57129728813324	0.007	-0.000	1729	2013-02-27
MZAC	-32.89515276182431	-68.87557364319174	-0.020	-0.050	1729	2013-02-27
MZAE	-33.2548431926997	-68.15006143589231	-0.002	-0.045	1729	2013-02-27
PRNA	-31.781435877828756	-60.46943928335337	0.019	0.007	1729	2013-02-27
RIO2	-53.78547188615282	-67.75111788925638	-0.010	-0.016	1729	2013-02-27
SANT	-33.15028802568159	-70.66855372004432	-0.092	-0.150	1729	2013-02-27
SL01	-33.15635627824368	-66.31400958032137	-0.063	-0.021	1729	2013-02-27
SRLP	-36.621499459860786	-64.28040465777126	-0.009	-0.004	1729	2013-02-27
SVIC	-26.993713676290895	-54.48752051750666	-0.005	-0.004	1729	2013-02-27
TERO	-27.789145165540354	-64.25678073035498	0.005	-0.011	1729	2013-02-27
TUCU	-26.843255097854012	-65.23035158308355	-0.003	-0.003	1729	2013-02-27
UCOR	-31.434959985505085	-64.19350560160618	0.024	0.013	1729	2013-02-27
UNPA	-51.64799258327335	-69.20865409567784	0.033	-0.008	1729	2013-02-27
UNRO	-32.959352931138326	-60.62842521633276	-0.014	-0.006	1729	2013-02-27
UNSA	-24.727456333435057	-65.40764329775263	0.015	-0.017	1729	2013-02-27
UNSJ	-31.54125781896486	-68.57706068957148	0.013	0.047	1729	2013-02-27
UYPA	-32.291249580770206	-58.067188502863395	0.003	-0.000	1729	2013-02-27
UYSO	-33.2612616143228	-58.01361780371121	-0.001	0.008	1729	2013-02-27
VBCA	-38.700768190358396	-62.26922711152452	0.004	0.022	1729	2013-02-27
YCBA	-22.0171034483961	-63.67998476251615	0.009	0.006	1729	2013-02-27
