ep	lat	lon	d_lat	d_lon	gpsweek	date
ABRA	-22.722035408913435	-65.69730946312445	0.026	0.076	1954	2017-06-21
AGGO	-34.873708096375246	-58.13985640589829	-0.002	0.001	1954	2017-06-21
AUTF	-54.83952495941909	-68.30356658110837	-0.006	0.055	1954	2017-06-21
AZUL	-36.76702223009906	-59.8812801842934	0.012	-0.007	1954	2017-06-21
BCH1	-41.146773039395406	-71.29891259703122	-0.020	0.050	1954	2017-06-21
CATA	-28.470985029061833	-65.77412091331433	-0.008	-0.007	1954	2017-06-21
CHAC	-27.42043994273047	-58.959693116768456	0.006	0.010	1954	2017-06-21
CORD	-31.52843459008249	-64.47004826897802	0.001	0.004	1954	2017-06-21
COYQ	-45.51434093340902	-71.89208081758498	-0.034	0.036	1954	2017-06-21
CSLO	-31.78488726582588	-69.30221395819393	0.072	0.035	1954	2017-06-21
EBYP	-27.36894412524986	-55.89217452451775	0.010	0.002	1954	2017-06-21
ESQU	-42.91711362530842	-71.32340060433296	0.003	-0.043	1954	2017-06-21
GUAY	-31.869130428540167	-59.02622282602728	-0.007	-0.005	1954	2017-06-21
IGM1	-34.57224370224664	-58.4393193260698	0.001	0.000	1954	2017-06-21
JBAL	-27.584408297893866	-65.62274965425992	0.006	0.019	1954	2017-06-21
LPGS	-34.906745112175344	-57.93229954069133	0.003	0.002	1954	2017-06-21
MA01	-38.951048919885025	-68.05735158169708	0.059	0.086	1954	2017-06-21
MGUE	-35.7773519757052	-69.39791955304007	0.161	-0.390	1954	2017-06-21
MZAE	-33.2548431926997	-68.15006143589231	0.033	0.207	1954	2017-06-21
MZAU	-33.73595663937883	-69.11841199430093	0.008	-0.086	1954	2017-06-21
MZGA	-34.97843322273402	-67.69616573922097	-0.040	0.239	1954	2017-06-21
MZRF	-34.61237727124794	-68.33148224536684	-0.015	-0.224	1954	2017-06-21
NESA	-40.105393075307816	-64.45400475037691	-0.017	0.005	1954	2017-06-21
PEJO	-35.80632460569043	-61.894638641610676	-0.017	0.022	1954	2017-06-21
PRCV	-24.962753927614642	-53.46632948558449	0.016	0.004	1954	2017-06-21
RECO	-29.14635862122474	-59.66442943950647	-0.000	0.008	1954	2017-06-21
RIO2	-53.78547188615282	-67.75111788925638	-0.007	-0.031	1954	2017-06-21
RSAL	-29.789444676676577	-55.768839926369246	-0.002	0.002	1954	2017-06-21
RSCL	-28.141879535665133	-54.754759511457145	-0.000	0.001	1954	2017-06-21
RWSN	-43.298880660070104	-65.10724833970625	-0.002	0.110	1954	2017-06-21
SANT	-33.15028802568159	-70.66855372004432	-0.065	0.021	1954	2017-06-21
SL01	-33.15635627824368	-66.31400958032137	-0.038	0.158	1954	2017-06-21
SRLP	-36.621499459860786	-64.28040465777126	0.031	0.017	1954	2017-06-21
SVIC	-26.993713676290895	-54.48752051750666	-0.014	-0.002	1954	2017-06-21
TERO	-27.789145165540354	-64.25678073035498	0.009	-0.015	1954	2017-06-21
TUCU	-26.843255097854012	-65.23035158308355	-0.008	-0.004	1954	2017-06-21
UCOR	-31.434959985505085	-64.19350560160618	0.014	0.003	1954	2017-06-21
UNPA	-51.64799258327335	-69.20865409567784	0.036	-0.017	1954	2017-06-21
UNRO	-32.959352931138326	-60.62842521633276	-0.006	-0.004	1954	2017-06-21
UNSA	-24.727456333435057	-65.40764329775263	0.000	-0.045	1954	2017-06-21
UNSJ	-31.54125781896486	-68.57706068957148	-0.002	0.087	1954	2017-06-21
UYCO	-34.462987084415765	-57.83538153781182	-0.002	-0.004	1954	2017-06-21
UYPA	-32.291249580770206	-58.067188502863395	0.007	0.002	1954	2017-06-21
UYSA	-31.375171818146526	-57.95978005460757	-0.001	-0.002	1954	2017-06-21
UYSO	-33.2612616143228	-58.01361780371121	-0.000	0.010	1954	2017-06-21
UYTD	-30.946270341751447	-57.52450132296068	0.000	0.004	1954	2017-06-21
VBCA	-38.700768190358396	-62.26922711152452	-0.002	0.000	1954	2017-06-21
YCBA	-22.0171034483961	-63.67998476251615	-0.001	-0.027	1954	2017-06-21
YEMA	-24.280730908188566	-61.236506049181756	-0.003	-0.013	1954	2017-06-21
