ep	lat	lon	d_lat	d_lon	gpsweek	date
CATA	-28.470985029061833	-65.77412091331433	-0.012	0.039	1889	2016-03-23
CHAC	-27.42043994273047	-58.959693116768456	0.021	-0.003	1889	2016-03-23
CORD	-31.52843459008249	-64.47004826897802	-0.010	0.203	1889	2016-03-23
COYQ	-45.51434093340902	-71.89208081758498	-0.039	0.062	1889	2016-03-23
LHCL	-38.00265952311207	-65.59524722917732	0.015	0.178	1889	2016-03-23
LPGS	-34.906745112175344	-57.93229954069133	-0.003	0.044	1889	2016-03-23
MGUE	-35.7773519757052	-69.39791955304007	0.118	-0.611	1889	2016-03-23
RIO2	-53.78547188615282	-67.75111788925638	0.003	0.069	1889	2016-03-23
SANT	-33.15028802568159	-70.66855372004432	-0.126	0.213	1889	2016-03-23
UNSA	-24.727456333435057	-65.40764329775263	0.003	-0.008	1889	2016-03-23
VBCA	-38.700768190358396	-62.26922711152452	-0.017	0.162	1889	2016-03-23
YCBA	-22.0171034483961	-63.67998476251615	0.015	0.008	1889	2016-03-23
