ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.011	-0.013	1817	2014-11-05
AUTF	-54.83952495941909	-68.30356658110837	-0.006	0.039	1817	2014-11-05
AZUL	-36.76702223009906	-59.8812801842934	0.004	-0.007	1817	2014-11-05
BCAR	-37.76123356567683	-58.30109509354228	-0.005	0.000	1817	2014-11-05
CATA	-28.470985029061833	-65.77412091331433	-0.007	0.004	1817	2014-11-05
CHAC	-27.42043994273047	-58.959693116768456	0.008	0.005	1817	2014-11-05
CORD	-31.52843459008249	-64.47004826897802	0.000	0.004	1817	2014-11-05
COYQ	-45.51434093340902	-71.89208081758498	-0.048	0.041	1817	2014-11-05
CSLO	-31.78488726582588	-69.30221395819393	0.038	0.090	1817	2014-11-05
EBYP	-27.36894412524986	-55.89217452451775	0.003	0.000	1817	2014-11-05
ESQU	-42.91711362530842	-71.32340060433296	-0.021	0.040	1817	2014-11-05
GUAY	-31.869130428540167	-59.02622282602728	-0.010	-0.004	1817	2014-11-05
IGM1	-34.57224370224664	-58.4393193260698	-0.003	-0.004	1817	2014-11-05
JBAL	-27.584408297893866	-65.62274965425992	0.012	0.012	1817	2014-11-05
LHCL	-38.00265952311207	-65.59524722917732	-0.014	-0.018	1817	2014-11-05
LPGS	-34.906745112175344	-57.93229954069133	0.003	-0.001	1817	2014-11-05
MA01	-38.951048919885025	-68.05735158169708	0.052	0.097	1817	2014-11-05
MGUE	-35.7773519757052	-69.39791955304007	0.143	-0.561	1817	2014-11-05
MPL2	-38.00576733725101	-57.57129728813324	0.007	0.004	1817	2014-11-05
MZAC	-32.89515276182431	-68.87557364319174	-0.021	-0.060	1817	2014-11-05
MZAE	-33.2548431926997	-68.15006143589231	-0.003	-0.041	1817	2014-11-05
MZGA	-34.97843322273402	-67.69616573922097	-0.059	0.081	1817	2014-11-05
NESA	-40.105393075307816	-64.45400475037691	-0.013	0.059	1817	2014-11-05
PEJO	-35.80632460569043	-61.894638641610676	-0.009	0.013	1817	2014-11-05
PRCV	-24.962753927614642	-53.46632948558449	0.009	0.003	1817	2014-11-05
PRNA	-31.781435877828756	-60.46943928335337	0.020	0.001	1817	2014-11-05
RIO2	-53.78547188615282	-67.75111788925638	-0.008	-0.023	1817	2014-11-05
RSAL	-29.789444676676577	-55.768839926369246	0.003	0.004	1817	2014-11-05
SL01	-33.15635627824368	-66.31400958032137	-0.048	0.038	1817	2014-11-05
SRLP	-36.621499459860786	-64.28040465777126	0.018	0.034	1817	2014-11-05
SVIC	-26.993713676290895	-54.48752051750666	-0.011	-0.004	1817	2014-11-05
TERO	-27.789145165540354	-64.25678073035498	0.008	-0.008	1817	2014-11-05
TUCU	-26.843255097854012	-65.23035158308355	-0.004	-0.003	1817	2014-11-05
UCOR	-31.434959985505085	-64.19350560160618	0.013	0.006	1817	2014-11-05
UNPA	-51.64799258327335	-69.20865409567784	0.036	-0.009	1817	2014-11-05
UNRO	-32.959352931138326	-60.62842521633276	-0.016	-0.002	1817	2014-11-05
UNSA	-24.727456333435057	-65.40764329775263	0.015	-0.015	1817	2014-11-05
UNSJ	-31.54125781896486	-68.57706068957148	0.011	0.045	1817	2014-11-05
UYPA	-32.291249580770206	-58.067188502863395	0.002	0.000	1817	2014-11-05
UYSO	-33.2612616143228	-58.01361780371121	0.000	0.007	1817	2014-11-05
YCBA	-22.0171034483961	-63.67998476251615	0.008	0.000	1817	2014-11-05
YEMA	-24.280730908188566	-61.236506049181756	-0.003	-0.008	1817	2014-11-05
