ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.008	-0.016	1799	2014-07-02
AUTF	-54.83952495941909	-68.30356658110837	-0.003	0.035	1799	2014-07-02
AZUL	-36.76702223009906	-59.8812801842934	0.003	-0.011	1799	2014-07-02
BCAR	-37.76123356567683	-58.30109509354228	-0.002	0.006	1799	2014-07-02
CATA	-28.470985029061833	-65.77412091331433	-0.004	0.005	1799	2014-07-02
CHAC	-27.42043994273047	-58.959693116768456	0.009	0.012	1799	2014-07-02
CORD	-31.52843459008249	-64.47004826897802	-0.000	0.005	1799	2014-07-02
COYQ	-45.51434093340902	-71.89208081758498	-0.046	0.039	1799	2014-07-02
CSLO	-31.78488726582588	-69.30221395819393	0.042	0.080	1799	2014-07-02
EBYP	-27.36894412524986	-55.89217452451775	0.000	-0.001	1799	2014-07-02
ESQU	-42.91711362530842	-71.32340060433296	-0.022	0.039	1799	2014-07-02
IGM1	-34.57224370224664	-58.4393193260698	-0.001	-0.005	1799	2014-07-02
JBAL	-27.584408297893866	-65.62274965425992	0.007	0.014	1799	2014-07-02
LHCL	-38.00265952311207	-65.59524722917732	-0.020	-0.022	1799	2014-07-02
LPGS	-34.906745112175344	-57.93229954069133	0.002	-0.000	1799	2014-07-02
MA01	-38.951048919885025	-68.05735158169708	0.050	0.096	1799	2014-07-02
MGUE	-35.7773519757052	-69.39791955304007	0.096	-0.605	1799	2014-07-02
MZAC	-32.89515276182431	-68.87557364319174	-0.023	-0.094	1799	2014-07-02
NESA	-40.105393075307816	-64.45400475037691	-0.012	0.045	1799	2014-07-02
PRCV	-24.962753927614642	-53.46632948558449	0.002	0.003	1799	2014-07-02
PRNA	-31.781435877828756	-60.46943928335337	0.017	0.000	1799	2014-07-02
RIO2	-53.78547188615282	-67.75111788925638	-0.009	-0.021	1799	2014-07-02
RSAL	-29.789444676676577	-55.768839926369246	-0.000	0.005	1799	2014-07-02
SL01	-33.15635627824368	-66.31400958032137	-0.080	-0.055	1799	2014-07-02
SVIC	-26.993713676290895	-54.48752051750666	-0.004	-0.004	1799	2014-07-02
TERO	-27.789145165540354	-64.25678073035498	0.008	-0.018	1799	2014-07-02
TUCU	-26.843255097854012	-65.23035158308355	-0.002	0.000	1799	2014-07-02
UCOR	-31.434959985505085	-64.19350560160618	0.014	0.004	1799	2014-07-02
UNPA	-51.64799258327335	-69.20865409567784	0.034	-0.005	1799	2014-07-02
UNRO	-32.959352931138326	-60.62842521633276	-0.015	-0.005	1799	2014-07-02
UNSA	-24.727456333435057	-65.40764329775263	0.016	-0.015	1799	2014-07-02
UNSJ	-31.54125781896486	-68.57706068957148	0.016	0.039	1799	2014-07-02
UYPA	-32.291249580770206	-58.067188502863395	0.002	-0.002	1799	2014-07-02
UYSO	-33.2612616143228	-58.01361780371121	-0.003	0.010	1799	2014-07-02
VBCA	-38.700768190358396	-62.26922711152452	-0.004	0.013	1799	2014-07-02
YCBA	-22.0171034483961	-63.67998476251615	0.012	-0.006	1799	2014-07-02
